Recall,Precision
4.912820458412170410e-01,9.896694421768188477e-01
4.933333396911621094e-01,9.897119402885437012e-01
4.953846037387847900e-01,9.897540807723999023e-01
4.974358975887298584e-01,9.897959232330322266e-01
4.994871914386749268e-01,9.898374080657958984e-01
5.015384554862976074e-01,9.898785352706909180e-01
5.035897493362426758e-01,9.899193644523620605e-01
5.056410431861877441e-01,9.899598360061645508e-01
5.076923370361328125e-01,9.900000095367431641e-01
5.097435712814331055e-01,9.900398254394531250e-01
5.107692480087280273e-01,9.880952239036560059e-01
5.128205418586730957e-01,9.881423115730285645e-01
5.148717761039733887e-01,9.881889820098876953e-01
5.169230699539184570e-01,9.882352948188781738e-01
5.189743638038635254e-01,9.882812500000000000e-01
5.210256576538085938e-01,9.883268475532531738e-01
5.230769515037536621e-01,9.883720874786376953e-01
5.251281857490539551e-01,9.884169697761535645e-01
5.261538624763488770e-01,9.884393215179443359e-01
5.282051563262939453e-01,9.884836673736572266e-01
5.302563905715942383e-01,9.885277152061462402e-01
5.323076844215393066e-01,9.885714054107666016e-01
5.343589782714843750e-01,9.886147975921630859e-01
5.364102721214294434e-01,9.886578321456909180e-01
5.384615659713745117e-01,9.887005686759948730e-01
5.405128002166748047e-01,9.887429475784301758e-01
5.425640940666198730e-01,9.887850284576416016e-01
5.446153879165649414e-01,9.888268113136291504e-01
5.466666817665100098e-01,9.888682961463928223e-01
5.487179756164550781e-01,9.889094233512878418e-01
5.507692098617553711e-01,9.889502525329589844e-01
5.517948865890502930e-01,9.871559739112854004e-01
5.538461804389953613e-01,9.872029423713684082e-01
5.558974146842956543e-01,9.872495532035827637e-01
5.579487085342407227e-01,9.872958064079284668e-01
5.600000023841857910e-01,9.873417615890502930e-01
5.620512962341308594e-01,9.873873591423034668e-01
5.630769133567810059e-01,9.874100685119628906e-01
5.651282072067260742e-01,9.874551892280578613e-01
5.671795010566711426e-01,9.875000119209289551e-01
5.692307949066162109e-01,9.875444769859313965e-01
5.702564120292663574e-01,9.858155846595764160e-01
5.723077058792114258e-01,9.858657121658325195e-01
5.743589997291564941e-01,9.859154820442199707e-01
5.764102339744567871e-01,9.859648942947387695e-01
5.784615278244018555e-01,9.860140085220336914e-01
5.805128216743469238e-01,9.860627055168151855e-01
5.825641155242919922e-01,9.861111044883728027e-01
5.846154093742370605e-01,9.861591458320617676e-01
5.856410264968872070e-01,9.844827651977539062e-01
5.876923203468322754e-01,9.845361113548278809e-01
5.897436141967773438e-01,9.845890402793884277e-01
5.907692313194274902e-01,9.829351305961608887e-01
5.928205251693725586e-01,9.829931855201721191e-01
5.948718190193176270e-01,9.830508232116699219e-01
5.958974361419677734e-01,9.830795526504516602e-01
5.979487299919128418e-01,9.831365942955017090e-01
6.000000238418579102e-01,9.831932783126831055e-01
6.010256409645080566e-01,9.815745353698730469e-01
6.030769348144531250e-01,9.816360473632812500e-01
6.051282286643981934e-01,9.816971421241760254e-01
6.071794629096984863e-01,9.817578792572021484e-01
6.092307567596435547e-01,9.818181991577148438e-01
6.112820506095886230e-01,9.818781018257141113e-01
6.133333444595336914e-01,9.819375872611999512e-01
6.153846383094787598e-01,9.819967150688171387e-01
6.174358725547790527e-01,9.820554852485656738e-01
6.194871664047241211e-01,9.821138381958007812e-01
6.215384602546691895e-01,9.821717739105224609e-01
6.235897541046142578e-01,9.822294116020202637e-01
6.256410479545593262e-01,9.822866320610046387e-01
6.276922821998596191e-01,9.823434948921203613e-01
6.297435760498046875e-01,9.824000000953674316e-01
6.317948698997497559e-01,9.824561476707458496e-01
6.328204870223999023e-01,9.824841022491455078e-01
6.348717808723449707e-01,9.825396537780761719e-01
6.369230747222900391e-01,9.825949072837829590e-01
6.389743685722351074e-01,9.826498627662658691e-01
6.410256624221801758e-01,9.827044010162353516e-01
6.430768966674804688e-01,9.827586412429809570e-01
6.451281905174255371e-01,9.828125238418579102e-01
6.471794843673706055e-01,9.828660488128662109e-01
6.492307782173156738e-01,9.829192757606506348e-01
6.512820720672607422e-01,9.829721450805664062e-01
6.533333063125610352e-01,9.830247163772583008e-01
6.553846001625061035e-01,9.830769300460815430e-01
6.574358940124511719e-01,9.831288456916809082e-01
6.594871878623962402e-01,9.831804037094116211e-01
6.615384817123413086e-01,9.832317233085632324e-01
6.635897159576416016e-01,9.832826852798461914e-01
6.646153926849365234e-01,9.818181991577148438e-01
6.666666865348815918e-01,9.818730950355529785e-01
6.687179207801818848e-01,9.819276928901672363e-01
6.697435975074768066e-01,9.819548726081848145e-01
6.717948913574218750e-01,9.820089936256408691e-01
6.738461256027221680e-01,9.820627570152282715e-01
6.758974194526672363e-01,9.821162223815917969e-01
6.779487133026123047e-01,9.821693897247314453e-01
6.789743304252624512e-01,9.807407259941101074e-01
6.800000071525573730e-01,9.793205261230468750e-01
6.820513010025024414e-01,9.793814420700073242e-01
6.841025352478027344e-01,9.794420003890991211e-01
6.861538290977478027e-01,9.795022010803222656e-01
6.882051229476928711e-01,9.795620441436767578e-01
6.902564167976379395e-01,9.796215295791625977e-01
6.923077106475830078e-01,9.796807169914245605e-01
6.943589448928833008e-01,9.797394871711730957e-01
6.953846216201782227e-01,9.783549904823303223e-01
6.974359154701232910e-01,9.784172773361206055e-01
6.994871497154235840e-01,9.784792065620422363e-01
7.015384435653686523e-01,9.785407781600952148e-01
7.025641202926635742e-01,9.771754741668701172e-01
7.035897374153137207e-01,9.772079586982727051e-01
7.056410312652587891e-01,9.772727489471435547e-01
7.076923251152038574e-01,9.773371219635009766e-01
7.097436189651489258e-01,9.774011373519897461e-01
7.117948532104492188e-01,9.774647951126098633e-01
7.128205299377441406e-01,9.761235713958740234e-01
7.148718237876892090e-01,9.761904478073120117e-01
7.169230580329895020e-01,9.762569665908813477e-01
7.179487347602844238e-01,9.749303460121154785e-01
7.189743518829345703e-01,9.736111164093017578e-01
7.200000286102294922e-01,9.722991585731506348e-01
7.220512628555297852e-01,9.723756909370422363e-01
7.241025567054748535e-01,9.724518060684204102e-01
7.251282334327697754e-01,9.711538553237915039e-01
7.271794676780700684e-01,9.712328910827636719e-01
7.292307615280151367e-01,9.713114500045776367e-01
7.312820553779602051e-01,9.713896512985229492e-01
7.333333492279052734e-01,9.714673757553100586e-01
7.343589663505554199e-01,9.701896905899047852e-01
7.353846430778503418e-01,9.702300429344177246e-01
7.374358773231506348e-01,9.703103899955749512e-01
7.394871711730957031e-01,9.703903198242187500e-01
7.415384650230407715e-01,9.704697728157043457e-01
7.425640821456909180e-01,9.692101478576660156e-01
7.446153759956359863e-01,9.692924022674560547e-01
7.466666698455810547e-01,9.693741798400878906e-01
7.476922869682312012e-01,9.681274890899658203e-01
7.476922869682312012e-01,9.655629396438598633e-01
7.497435808181762695e-01,9.656538963317871094e-01
7.507692575454711914e-01,9.644268751144409180e-01
7.517948746681213379e-01,9.632062911987304688e-01
7.538461685180664062e-01,9.633027315139770508e-01
7.558974623680114746e-01,9.633986949920654297e-01
7.579486966133117676e-01,9.634941220283508301e-01
7.599999904632568359e-01,9.635890722274780273e-01
7.620512843132019043e-01,9.636835455894470215e-01
7.630769014358520508e-01,9.624838232994079590e-01
7.651281952857971191e-01,9.625806212425231934e-01
7.661538720130920410e-01,9.626288414001464844e-01
7.682051062583923340e-01,9.627249240875244141e-01
7.692307829856872559e-01,9.615384340286254883e-01
7.712820768356323242e-01,9.616368412971496582e-01
7.723076939582824707e-01,9.604591727256774902e-01
7.743589878082275391e-01,9.605597853660583496e-01
7.764102816581726074e-01,9.606599211692810059e-01
7.764102816581726074e-01,9.582278728485107422e-01
7.784615159034729004e-01,9.583333134651184082e-01
7.805128097534179688e-01,9.584382772445678711e-01
7.815384864807128906e-01,9.572864174842834473e-01
7.825641036033630371e-01,9.561403393745422363e-01
7.846153974533081055e-01,9.562500119209289551e-01
7.846153974533081055e-01,9.538653492927551270e-01
7.866666913032531738e-01,9.539800882339477539e-01
7.876923084259033203e-01,9.528536200523376465e-01
7.887179255485534668e-01,9.517326951026916504e-01
7.897436022758483887e-01,9.506173133850097656e-01
7.917948961257934570e-01,9.507389068603515625e-01
7.928205132484436035e-01,9.507995247840881348e-01
7.948718070983886719e-01,9.509202241897583008e-01
7.958974242210388184e-01,9.498164057731628418e-01
7.969231009483337402e-01,9.487179517745971680e-01
7.979487180709838867e-01,9.476248621940612793e-01
8.000000119209289551e-01,9.477521181106567383e-01
8.020513057708740234e-01,9.478787779808044434e-01
8.041025400161743164e-01,9.480048418045043945e-01
8.051282167434692383e-01,9.469240307807922363e-01
8.071795105934143066e-01,9.470517635345458984e-01
8.092307448387145996e-01,9.471789002418518066e-01
8.102564215660095215e-01,9.461078047752380371e-01
8.112820386886596680e-01,9.450418353080749512e-01
8.133333325386047363e-01,9.451728463172912598e-01
8.153846263885498047e-01,9.453032016754150391e-01
8.153846263885498047e-01,9.430605173110961914e-01
8.164102435111999512e-01,9.420118331909179688e-01
8.174359202384948730e-01,9.409680962562561035e-01
8.174359202384948730e-01,9.398584961891174316e-01
8.184615373611450195e-01,9.388235211372375488e-01
8.194871544837951660e-01,9.377934336662292480e-01
8.205128312110900879e-01,9.367681741714477539e-01
8.215384483337402344e-01,9.357476830482482910e-01
8.225641250610351562e-01,9.347319602966308594e-01
8.246153593063354492e-01,9.348837137222290039e-01
8.246153593063354492e-01,9.327146410942077637e-01
8.266666531562805176e-01,9.328703880310058594e-01
8.276923298835754395e-01,9.318706989288330078e-01
8.297435641288757324e-01,9.320276379585266113e-01
8.317948579788208008e-01,9.321839213371276855e-01
8.338461518287658691e-01,9.323394298553466797e-01
8.348717689514160156e-01,9.313501119613647461e-01
8.358974456787109375e-01,9.303653240203857422e-01
8.369230628013610840e-01,9.293849468231201172e-01
8.389743566513061523e-01,9.295454621315002441e-01
8.399999737739562988e-01,9.285714030265808105e-01
8.399999737739562988e-01,9.264705777168273926e-01
8.410256505012512207e-01,9.265536665916442871e-01
8.410256505012512207e-01,9.244644641876220703e-01
8.420512676239013672e-01,9.235095381736755371e-01
8.441025614738464355e-01,9.236812591552734375e-01
8.461538553237915039e-01,9.238522052764892578e-01
8.471794724464416504e-01,9.229050278663635254e-01
8.482051491737365723e-01,9.219620823860168457e-01
8.502563834190368652e-01,9.221357107162475586e-01
8.502563834190368652e-01,9.200887680053710938e-01
8.502563834190368652e-01,9.180509448051452637e-01
8.512820601463317871e-01,9.171270728111267090e-01
8.523076772689819336e-01,9.162072539329528809e-01
8.543589711189270020e-01,9.163916110992431641e-01
8.543589711189270020e-01,9.143797755241394043e-01
8.543589711189270020e-01,9.123767614364624023e-01
8.553845882415771484e-01,9.114754199981689453e-01
8.564102649688720703e-01,9.105779528617858887e-01
8.574358820915222168e-01,9.096844196319580078e-01
8.574358820915222168e-01,9.077090024948120117e-01
8.574358820915222168e-01,9.067245125770568848e-01
8.574358820915222168e-01,9.047619104385375977e-01
8.574358820915222168e-01,9.028077721595764160e-01
8.584615588188171387e-01,9.019396305084228516e-01
8.605127930641174316e-01,9.021505117416381836e-01
8.625640869140625000e-01,9.023604989051818848e-01
8.635897636413574219e-01,9.014989137649536133e-01
8.635897636413574219e-01,8.995726704597473145e-01
8.656409978866577148e-01,8.997867703437805176e-01
8.666666746139526367e-01,8.989361524581909180e-01
8.687179684638977051e-01,8.991507291793823242e-01
8.707692027091979980e-01,8.993644118309020996e-01
8.728204965591430664e-01,8.995771408081054688e-01
8.748717904090881348e-01,8.997890353202819824e-01
8.758974075317382812e-01,8.989473581314086914e-01
8.758974075317382812e-01,8.970588445663452148e-01
8.769230842590332031e-01,8.962264060974121094e-01
8.769230842590332031e-01,8.943514823913574219e-01
8.779487013816833496e-01,8.935281634330749512e-01
8.789743781089782715e-01,8.936392068862915039e-01
8.789743781089782715e-01,8.917794227600097656e-01
8.799999952316284180e-01,8.909657597541809082e-01
8.820512890815734863e-01,8.911917209625244141e-01
8.830769062042236328e-01,8.903826475143432617e-01
8.841025829315185547e-01,8.895769119262695312e-01
8.841025829315185547e-01,8.877446055412292480e-01
8.851282000541687012e-01,8.869475722312927246e-01
8.861538171768188477e-01,8.861538171768188477e-01
8.861538171768188477e-01,8.843398094177246094e-01
8.871794939041137695e-01,8.835546374320983887e-01
8.871794939041137695e-01,8.817533254623413086e-01
8.882051110267639160e-01,8.809766173362731934e-01
8.902564048767089844e-01,8.812182545661926270e-01
8.912820219993591309e-01,8.804457783699035645e-01
8.912820219993591309e-01,8.786653280258178711e-01
8.923076987266540527e-01,8.779011368751525879e-01
8.933333158493041992e-01,8.771399855613708496e-01
8.933333158493041992e-01,8.753768801689147949e-01
8.943589925765991211e-01,8.755019903182983398e-01
8.953846096992492676e-01,8.747494816780090332e-01
8.964102268218994141e-01,8.740000128746032715e-01
8.974359035491943359e-01,8.732534646987915039e-01
8.994871973991394043e-01,8.735059499740600586e-01
8.994871973991394043e-01,8.717693686485290527e-01
8.994871973991394043e-01,8.700397014617919922e-01
9.005128145217895508e-01,8.693069219589233398e-01
9.015384912490844727e-01,8.685770630836486816e-01
9.015384912490844727e-01,8.668639063835144043e-01
9.015384912490844727e-01,8.651574850082397461e-01
9.015384912490844727e-01,8.634577393531799316e-01
9.015384912490844727e-01,8.617647290229797363e-01
9.015384912490844727e-01,8.600782752037048340e-01
9.025641083717346191e-01,8.593750000000000000e-01
9.046154022216796875e-01,8.596491217613220215e-01
9.046154022216796875e-01,8.579766750335693359e-01
9.056410193443298340e-01,8.572815656661987305e-01
9.066666960716247559e-01,8.565891385078430176e-01
9.066666960716247559e-01,8.557599186897277832e-01
9.066666960716247559e-01,8.541063070297241211e-01
9.087179303169250488e-01,8.543876409530639648e-01
9.097436070442199707e-01,8.537054657936096191e-01
9.107692241668701172e-01,8.530259132385253906e-01
9.107692241668701172e-01,8.513902425765991211e-01
9.107692241668701172e-01,8.497607707977294922e-01
9.107692241668701172e-01,8.481375575065612793e-01
9.107692241668701172e-01,8.465204834938049316e-01
9.117949008941650391e-01,8.458610773086547852e-01
9.117949008941650391e-01,8.442544937133789062e-01
9.117949008941650391e-01,8.426540493965148926e-01
9.128205180168151855e-01,8.420056700706481934e-01
9.138461351394653320e-01,8.413597941398620605e-01
9.148718118667602539e-01,8.407163023948669434e-01
9.148718118667602539e-01,8.391345143318176270e-01
9.148718118667602539e-01,8.375586867332458496e-01
9.148718118667602539e-01,8.359887599945068359e-01
9.148718118667602539e-01,8.344246745109558105e-01
9.148718118667602539e-01,8.336448669433593750e-01
9.148718118667602539e-01,8.320895433425903320e-01
9.158974289894104004e-01,8.314711451530456543e-01
9.169231057167053223e-01,8.308550119400024414e-01
9.179487228393554688e-01,8.302412033081054688e-01
9.179487228393554688e-01,8.287037014961242676e-01
9.179487228393554688e-01,8.271719217300415039e-01
9.200000166893005371e-01,8.274907469749450684e-01
9.200000166893005371e-01,8.259668350219726562e-01
9.210256338119506836e-01,8.253676295280456543e-01
9.210256338119506836e-01,8.238531947135925293e-01
9.210256338119506836e-01,8.223443031311035156e-01
9.210256338119506836e-01,8.208409547805786133e-01
9.220513105392456055e-01,8.202554583549499512e-01
9.220513105392456055e-01,8.187614083290100098e-01
9.230769276618957520e-01,8.181818127632141113e-01
9.230769276618957520e-01,8.166969418525695801e-01
9.230769276618957520e-01,8.152173757553100586e-01
9.241025447845458984e-01,8.146473765373229980e-01
9.241025447845458984e-01,8.139114975929260254e-01
9.241025447845458984e-01,8.124436140060424805e-01
9.251282215118408203e-01,8.118811845779418945e-01
9.251282215118408203e-01,8.104223012924194336e-01
9.261538386344909668e-01,8.098654747009277344e-01
9.261538386344909668e-01,8.084154129028320312e-01
9.261538386344909668e-01,8.069705367088317871e-01
9.271795153617858887e-01,8.064228296279907227e-01
9.271795153617858887e-01,8.049866557121276855e-01
9.282051324844360352e-01,8.044444322586059570e-01
9.282051324844360352e-01,8.030168414115905762e-01
9.292307496070861816e-01,8.024800419807434082e-01
9.292307496070861816e-01,8.010610342025756836e-01
9.302564263343811035e-01,8.005295395851135254e-01
9.312820434570312500e-01,8.000000119209289551e-01
